Geneid,SSCF31.bam,SSCF32.bam,SSCF33.bam,SSCF38.bam,SSCF39.bam
atcaya,6,2,12,0,2
atf1,545,851,375,387,608
atf2,522,362,361,385,375
atf3,327,384,286,422,345
atf4a,904,742,1033,1233,558
atf4b,12741,14464,8906,8158,11883
atf5a,138,113,144,122,116
atf5b,201,278,144,236,272
atf6,412,596,384,292,363
atf6b,1004,1955,764,1267,1230
atf7a,124,92,89,58,40
atf7b,2134,1189,1315,1596,1867
atf7ip2,1124,2082,1918,1697,2323
atf7ip,2121,902,1094,1146,914
atg101,1010,1194,1389,892,1042
atg10,41,75,29,22,33
atg12,3038,2423,2980,2077,1491
atg13,154,559,226,185,217
atg14,1438,1610,1231,1447,1826
atg16l1,1268,2466,1032,1605,1790
atg2a,754,779,508,469,644
atg3,3864,3900,3758,3062,3208
atg4b,1156,1719,807,1126,1252
atg4c,237,316,170,310,330
atg4da,870,667,503,669,502
atg5,934,1007,800,736,926
atg7,900,818,870,389,689
atg9a,730,856,603,706,503
atg9b,490,611,426,364,516
atic,2579,4967,2108,3575,4518
atl1,2,0,0,0,0
atl3,1327,1674,1628,1864,899
atm,577,921,371,425,655
atmin,1817,1313,2052,1612,1726
atn1,62,29,22,10,51
atoh1a,0,5,2,2,3
atoh1b,0,2,2,0,2
atoh7,0,0,0,0,0
atoh8,133,62,102,58,84
atosa,717,1011,408,518,835
atox1,712,872,968,726,574
atp10a,457,888,531,663,945
atp10b,0,1,0,0,3
atp11a,68,70,39,30,81
atp11b,2875,2684,1974,2179,2554
atp11c,2516,2054,1943,1808,2568
atp13a1,4519,4088,3575,3816,4261
atp13a2,934,1158,846,921,1094
atp13a3,1377,1457,1159,1023,1185
atp1a2a,345,434,437,415,613
atp1a3a,2185,2471,1930,2340,2432
atp1a3b,520,1003,415,717,991
atp1b1a,605,373,525,263,264
atp1b1b,4961,4377,5393,5852,5593
atp1b2a,47,29,24,18,54
atp1b2b,153,241,107,127,126
atp1b3a,0,5,4,2,2
atp1b4,12,3,6,2,4
atp23,604,557,583,452,525
atp2a1,214,294,257,307,191
atp2a1l,38,51,26,6,52
atp2a2b,5556,4989,3730,4015,5799
atp2a3,6748,4982,4764,5430,5461
atp2b1a,781,945,593,560,906
atp2b2,27,4,10,34,14
atp2b3b,4,8,2,2,6
atp2c1,2191,2334,1768,1964,2310
atp5f1c,4472,4180,2885,4305,5593
atp5f1d,3456,3123,1965,3363,4078
atp5f1e,3351,2441,4533,3492,3070
atp5if1a,2519,2563,2388,2527,2512
atp5if1b,3312,3797,2871,3513,3344
atp5l,1870,3043,2945,3735,4250
atp5mc1,15037,11478,17719,16541,11392
atp5mc3a,7523,8860,6922,7333,8706
atp5md,2093,1873,2374,2191,1777
atp5mf,2635,3104,2609,3936,3909
atp5mj,2842,1999,3144,1896,1937
atp5pb,3110,3483,2556,2874,3974
atp5pd,3837,4387,3472,4006,4416
atp5pf,2929,2909,2932,3840,3380
atp5po,6516,6120,8370,7477,5809
atp6ap1a,1037,1727,735,1409,1267
atp6ap1b,3016,1863,2240,1827,1990
atp6ap1la,267,432,108,358,526
atp6ap1lb,42,87,117,86,90
atp6ap2,5255,4635,4209,3440,4604
atp6v0a1a,3928,4937,3296,3387,4313
atp6v0a1b,249,58,48,38,43
atp6v0a2a,3329,2467,2904,2098,2506
atp6v0a2b,752,591,678,529,429
atp6v0b,3982,3925,3623,3880,3992
atp6v0ca,3523,3103,2694,2888,3147
atp6v0cb,5030,7292,4405,5840,5273
atp6v0e1,2618,1982,2953,2889,2590
atp6v1ab,1098,1334,670,1014,1184
atp6v1ba,5332,4898,3356,3500,4126
atp6v1c2,6,0,2,0,0
atp6v1d,3399,3335,3292,3031,3130
atp6v1e1a,2041,1392,1346,1407,1333
atp6v1e1b,5730,5521,4220,4156,4860
atp6v1f,2624,2783,2420,2668,2792
atp6v1g1,3485,3441,3520,3393,3096
atp6v1h,1609,1852,964,1123,1884
atp7a,3383,3522,2778,3261,3496
atp7b,316,237,191,145,176
atp8a1,1221,1117,554,869,992
atp8a2,293,721,252,416,560
atp8b1,2919,2767,2421,2178,2109
atp8b2,6,11,4,1,25
atp8b3,10,21,16,19,52
atp8b5b,17,15,7,8,30
atp9b,1193,3227,1503,2168,1661
atpaf1,784,1035,633,940,1061
atpaf2,2243,2198,1875,2251,2770
atpsckmt,1095,1056,647,974,985
atpv0e2,2208,2510,1345,1844,1574
atr,306,438,186,308,590
atraid,41,64,38,36,115
atrip,911,2183,1250,1883,1508
atrn,981,1147,1200,868,834
atrnl1b,1552,2173,1662,1992,2235
atrx,2892,4072,2064,2227,2793
atxn10,266,458,276,288,330
atxn1l,120,196,176,144,136
atxn2,447,464,365,523,499
atxn2l,2937,3299,2134,2910,3345
atxn3,298,466,366,372,294
atxn7l1,1635,818,1011,983,1075
atxn7l2a,992,1260,494,915,1171
atxn7l3a,463,725,225,364,705
atxn7l3b,327,370,352,291,508
auh,3688,3331,3146,3280,2789
aup1,619,945,866,731,892
aurka,3441,5833,3411,4491,6456
aurkaip1,1135,1677,1431,1777,1504
aurkb,4278,4014,3487,4094,4645
auts2a,1130,1331,1198,877,1243
aven,606,865,463,494,625
avil,4,20,4,6,7
avl9,315,233,317,327,289
avpi1,547,537,650,374,408
avpr1aa,2,2,2,2,2
avpr2aa,2,8,4,3,10
avpr2ab,0,0,0,8,2
axin1,45,26,22,8,22
axin2,372,504,294,323,314
azi2,1052,939,771,577,1255
b2m,420,342,532,622,314
b3galnt2,1231,620,429,498,687
b3galt2,50,38,48,14,30
b3galt4,2,11,9,4,6
b3galt6,844,846,855,580,777
b3gat2,13,10,13,2,10
b3gat3,1336,1847,1033,1282,1177
b3glcta,66,104,74,55,63
b3gnt2a,325,428,158,293,393
b3gnt2b,1538,1870,1006,1142,1297
b3gnt2l,6066,7975,4488,5514,5374
b3gnt7,8,21,34,36,26
b3gnt7l,32,70,19,46,19
b3gnt9,90,72,48,49,80
b3gntl1,223,274,229,280,176
b4galnt1a,120,44,26,11,35
b4galnt1b,2787,2057,2348,2815,2793
b4galnt3b,582,654,664,557,498
b4galnt4a,226,522,188,261,392
b4galt1l,832,2218,1120,1388,1193
b4galt2,1466,1244,751,1141,1024
b4galt3,1199,1329,785,1115,1260
b4galt4,890,1065,803,975,960
b4galt5,2879,1951,2023,2286,2193
b4galt7,693,1735,645,637,1153
b4gat1,601,836,405,408,759
b9d1,832,1128,671,1513,684
baalcb,22,284,23,16,34
babam1,788,1002,675,1114,1057
babam2,1626,939,1410,1167,887
bace1,406,461,254,482,477
bace2,1868,1873,2040,1408,1506
bach2b,276,288,294,262,247
bag1,1850,2218,1541,1784,2251
bag2,174,61,43,161,100
bag3,40,102,97,227,166
bag4,2811,3019,3198,3131,2910
bag5,348,647,425,553,505
bag6,1438,1270,1179,1606,1335
bag6l,388,479,336,414,452
bahcc1b,203,315,155,177,399
bahd1,1008,1120,1241,879,958
baiap2a,1605,2046,1831,1579,2083
baiap2l1a,151,412,205,186,421
baiap2l1b,153,282,120,194,262
baiap2l2a,88,252,21,70,118
baiap2l2b,0,2,2,8,4
baiap3,52,44,27,11,99
bambia,466,552,327,369,428
banf1,13530,10287,11127,7162,10255
banp,813,1205,811,784,931
bap1,855,1060,823,713,748
bard1,769,807,786,1041,818
barhl1b,6,2,2,4,0
barhl2,0,2,0,0,0
barx1,0,0,2,0,2
barx2,389,707,84,1295,12
basp1,16,12,8,6,10
batf,4,15,0,6,9
baz1a,946,1078,856,1231,935
baz1b,1664,989,1375,1158,1305
baz2a,2178,2433,1773,1864,2101
baz2ba,1488,978,1107,1001,1035
bbc3,1323,1119,1036,1249,1064
bbip1,138,204,182,167,146
bbln,1499,1195,3083,4535,4509
bbox1,177,414,343,414,375
bbs10,125,68,63,60,116
bbs12,119,117,131,45,191
bbs1,73,131,58,92,65
bbs2,87,119,117,69,94
bbs4,373,375,416,233,323
bbs5,310,374,316,297,269
bbs7,235,168,216,99,183
bbs9,103,280,64,188,243
bcam,296,285,229,118,201
bcan,94,45,23,0,31
bcap31,3295,5951,2440,2701,3324
bcar1,173,334,267,263,269
bcar3,731,310,530,156,210
bcas1,3,2,0,2,0
bcas2,2085,2516,2379,2374,2075
bcas3,75,113,140,103,107
bcat1,6,4,4,9,13
bcat2,1702,1569,769,1033,1686
bccip,1634,2379,1191,1344,1695
bckdha,694,1257,879,1183,934
bckdhb,1792,1505,1574,1725,1527
bckdk,1588,1583,1322,1731,1865
bcl10,245,415,183,379,431
bcl11aa,105,44,54,10,57
bcl11bb,2,2,6,0,4
bcl2b,131,82,128,66,114
bcl2l10,3996,3204,2265,1765,3427
bcl2l11,319,189,65,146,114
bcl2l12,8,5,10,11,4
bcl2l13,1393,1222,854,1862,1130
bcl2l1,6029,6924,4353,4911,5803
bcl3,25,36,21,29,25
bcl6aa,545,830,498,600,662
bcl6ab,92,63,86,86,91
bcl6b,195,152,152,178,184
bcl7a,1424,1042,816,788,1180
bcl7bb,2284,1927,1867,2105,1995
bcl9,1184,1602,816,1070,1213
bcl9l,933,1209,749,712,935
bco1,130,56,58,66,79
bco1l,60,37,25,20,44
bco2b,18,15,20,18,23
bco2l,0,2,0,4,0
bcor,282,189,107,276,201
bcorl1,324,226,349,199,194
bcr,402,319,378,434,496
bdh1,1136,1068,700,944,1421
bdh2,1227,676,1425,506,572
bdkrb1,2,0,0,0,0
bdkrb2,26,0,12,2,8
bdnf,6,29,0,33,8
bean1,0,0,0,0,0
becn1,891,1050,664,598,884
bend3,704,748,458,591,570
bend5,2873,2141,2119,1515,1633
best1,71,57,137,54,98
best2,2,2,0,6,0
best4,21,18,14,18,20
bet1,1109,1436,947,1030,1059
bet1l,507,475,294,371,444
bfsp2,0,0,4,0,0
bglapl,0,5,4,0,2
bgnb,210,32,162,53,68
bhlha15,23,28,18,19,6
bhlha9,0,2,0,0,0
bhlhe22,2,0,2,22,0
bhlhe23,3352,1622,1991,816,1910
bhlhe40,116,79,72,68,48
bhlhe41,249,129,307,230,303
bhmt,0,0,4,0,0
bicc2,4,2,0,2,2
bicd1a,19,12,4,46,6
bicd2,657,861,1020,837,1241
bicdl1,487,219,146,145,308
bicdl2,8,4,2,0,8
bicdl2l,2960,3372,1833,3434,3886
bicra,1758,2014,1813,1589,1529
bicral,424,383,569,456,488
bin1b,1887,2954,2269,1281,1621
bin2a,16,12,13,18,35
bin2b,3890,4339,3063,2727,3752
bin3,571,708,744,382,411
birc2,1208,1125,1022,1376,1028
birc5a,3130,2815,4197,3044,2308
birc5b,9635,8429,8678,10019,6994
birc6,1869,2161,1087,1393,1508
birc7,6,12,9,4,8
blcap,2038,1957,1903,2298,2100
blk,10,12,16,2,4
blm,2826,3191,1751,2299,3177
blmh,94,109,58,40,87
blnk,415,565,285,254,227
bloc1s1,844,785,766,814,715
bloc1s2,2074,2467,2051,1896,2400
bloc1s3,364,498,415,360,362
bloc1s4,1410,1365,1729,1481,1376
bloc1s5,607,367,997,496,432
bloc1s6,633,302,425,347,497
bltp3a,1821,1730,1881,1472,1488
bltp3b,599,638,465,549,753
blvra,1640,1813,1799,1787,2791
blvrb,359,946,407,691,1364
blzf1,199,298,226,185,159
bmal1a,806,781,569,658,969
bmal2,14,15,13,14,28
bmb,2787,2677,2247,260,2860
bmerb1,11,4,0,9,1
bmf2,134,108,163,158,301
bmi1a,2241,2434,1687,2530,2227
bmp10,6,2,6,2,4
bmp15,7657,7782,6557,7223,7230
bmp16,15,26,5,8,15
bmp1a,640,1172,719,931,949
bmp2b,10,35,16,56,115
bmp2k,1162,880,644,1020,1126
bmp3,149,184,97,99,280
bmp4,38,12,18,9,25
bmp5,0,0,0,4,0
bmp6,393,124,74,52,165
bmp8a,12,12,30,6,6
bmper,399,316,337,326,195
bmpr1ba,328,289,216,38,305
bmpr1bb,2106,4254,2154,4428,2766
bmpr2b,1288,935,931,938,1069
bms1,1491,1809,1185,1128,1788
bmt2,84,303,43,77,118
bnc2,63,41,51,26,87
bncr,5156,4623,3475,4395,5932
bnip1a,1276,1590,1674,1073,1311
bnip2,1589,3166,765,1388,2256
bnip3la,416,439,296,210,437
bnip4,194,357,292,107,117
boc,483,536,625,652,591
bod1,1359,1890,958,667,1316
bod1l1,732,1760,429,756,803
boka,46,40,43,18,135
bola1,406,430,384,509,322
bola3,2399,1872,2120,1543,1810
bop1,2163,4600,2188,4711,4425
bora,1968,1697,2011,1959,2432
borcs5,2411,2629,2303,2149,2097
borcs6,1236,1384,1020,1096,1295
borcs7,3888,2774,2775,2837,3711
borcs8,840,678,671,632,580
bpgm,11839,10916,10027,9290,11449
bphl,34,44,44,43,61
bpifcl,49,2,18,46,12
bpnt1,82,193,155,210,192
bpnt2,2295,2988,1941,2263,2166
bptf,1914,2287,1440,1627,1755
braf,2828,2037,2087,2173,1615
brap,1549,2477,1261,2194,2277
brat1,384,492,266,217,443
brca2,463,1003,504,682,537
brd1a,547,252,411,403,410
brd2a,2442,3213,1402,2789,3274
brd4,1586,1973,1110,1317,1970
brd7,661,832,486,736,652
brd8b,1291,988,1579,1296,1344
brd9,1118,1204,693,867,847
brdt,2518,2732,2330,2798,3020
brf2,827,497,817,635,495
bri3,2557,2085,2640,2658,2169
bri3bp,75,116,71,67,24
bricd5,0,0,0,2,3
brinp1,26,43,27,20,17
brinp2,825,1278,1054,942,1548
brip1,941,1770,1365,1316,1695
brk1,2586,2892,3233,2853,2229
brms1la,27,47,25,31,36
brox,766,670,730,732,731
brpf1,1118,1615,1037,1210,1329
brpf3a,617,605,528,599,641
brpf3b,1343,1527,1137,1358,1387
brsk1a,144,9,24,34,143
brsk2a,259,152,226,289,139
brwd1,2444,2551,1555,1774,1881
brwd3,1834,1720,1443,1454,1094
bsdc1,913,964,783,923,831
bsg,6368,4938,3613,4399,5310
bsk146,113,82,300,46,77
bsna,21,90,20,10,105
bsnb,115,179,120,36,37
bsnd,6,12,8,9,6
bspry,0,6,2,2,4
bsx,18,32,2,2,8
btaf1,4635,2483,3274,3895,5037
btbd10b,2021,2318,1534,1677,2252
btbd11b,1587,1460,1573,1084,1012
btbd17a,6,6,16,2,6
btbd3b,8,6,10,24,2
btbd7,2006,1445,1290,1212,1367
btbd8,1782,1583,967,1254,2238
btbd9,780,984,834,1028,1061
btc,246,7,18,46,24
btd,384,469,384,336,878
btf3,4810,5534,4237,5341,4988
btf3l4,1298,1078,884,873,1053
btg1,1498,1510,910,1109,1157
btk,162,148,126,122,199
btr02,0,0,0,0,0
btr12,164,81,130,84,38
btr33,48,61,34,39,33
bub1,1631,1857,1544,1739,1792
bub1bb,954,1012,856,722,1023
bub3,3026,3318,1759,2559,3523
bud13,1475,1745,1116,950,1129
bud23,976,1561,930,1083,1464
bud31,2937,3391,3477,2659,2699
bves,28,6,14,20,24
bxdc2,2330,3061,2467,2156,2792
bysl,1773,2516,2335,1858,1786
bzw1a,4628,5973,1731,2047,4810
c18h3orf33,90,161,58,99,89
c19h1orf109,775,573,913,638,434
c1d,3314,2982,3682,2279,2376
c1galt1a,116,174,101,38,108
c1galt1c1,3241,3448,3431,2028,2020
c1galt1lb,890,936,748,906,880
c1qbp,9867,9266,6931,8671,10015
c1ql2,16,0,4,0,9
c1ql3b,61,134,65,55,51
c1ql4a,0,0,0,0,0
c1ql4b,67,45,10,15,39
c1qtnf12,92,61,36,19,48
c1qtnf13,261,295,231,75,156
c1qtnf2,66,37,8,27,75
c1qtnf4,0,2,2,0,2
c1qtnf5,4,0,11,10,19
c1qtnf6a,5,2,0,3,6
c1qtnf6b,0,4,4,0,0
c1qtnf9,0,2,0,4,4
c2cd2l,230,184,203,129,279
c2cd3,286,549,344,505,474
c2cd4a,8,0,2,0,2
c2cd5,942,995,760,689,946
c5,58,62,45,34,87
c5ar1,14,2,2,0,0
c6,226,110,160,136,134
c7b,2,4,0,209,0
c8a,68,88,31,96,112
c8g,0,0,0,0,0
c9,4,4,4,6,4
c9orf72,501,667,417,442,424
ca12,98,50,41,59,114
ca14,0,0,0,0,0
ca15b,2,8,0,6,6
ca4a,51,264,16,26,32
ca5a,366,920,476,283,416
ca6,8,2,38,4,18
ca8,62,29,47,9,20
cab39,1462,1930,1741,1259,1698
cab39l1,4884,4127,3786,3800,4222
cab39l,2100,1910,2405,2472,2085
cabin1,1975,1263,1813,1649,1158
cables1,2294,2488,2339,2127,2378
cables2a,259,325,102,105,312
cables2b,416,351,335,463,358
cabp1a,114,61,114,65,52
cabp2a,2,0,2,0,2
cabp2b,5,3,1,0,2
cabp4,4,3,0,3,8
cabp5a,0,3,0,0,0
cabp5b,46,60,14,39,36
cabp7b,200,181,147,265,276
cacfd1,682,701,665,542,765
cachd1,785,482,332,399,387
cacna1aa,86,108,71,57,95
cacna1ab,159,272,74,139,199
cacna1c,192,206,212,309,404
cacna1da,49,36,25,11,13
cacna1db,335,90,239,217,318
cacna1eb,38,26,20,37,26
cacna1fb,110,42,53,49,97
cacna1g,315,436,219,312,428
cacna1ha,56,96,40,56,65
cacna1ia,277,658,177,343,486
cacna2d1a,368,387,514,575,491
cacna2d2a,39,39,55,38,73
cacna2d2b,136,131,101,139,122
cacna2d3,10,10,14,4,22
cacna2d4a,861,790,460,622,550
cacnb1,529,1011,528,578,489
cacnb2a,239,291,144,151,230
cacnb2b,14,26,20,18,10
cacnb4a,0,0,4,2,4
cacng1b,6,2,32,42,31
cacng2a,2,6,4,6,14
cacng3b,24,6,6,23,18
cacng4b,0,10,42,6,2
cacng6b,278,334,171,153,318
cacng7b,773,333,298,319,339
cacng8b,5,7,15,9,6
cactin,939,1741,900,979,1024
cacul1,672,620,321,600,458
cacybp,3388,3956,3501,3942,4225
cad,1588,2178,922,1391,2319
cadm1a,523,455,487,200,448
cadm1b,827,439,435,392,573
cadm2a,94,111,78,34,93
cadm3,57,22,60,19,71
cadm4,31,57,10,81,34
cadps2,697,956,892,1053,858
cadpsa,904,1200,568,685,2612
cadpsb,24,43,26,31,50
cahz,2,4,1,0,0
calb2a,31,18,18,2,36
calca,0,0,4,6,6
calcoco1a,206,215,146,110,146
calcoco1b,269,73,21,81,319
calcoco2,2,8,12,8,15
calcr,4,19,5,0,0
calcrl2,78,121,119,68,55
calcrlb,17,6,27,8,15
cald1a,2326,2731,562,2208,2289
calhm3,9,2,15,2,7
calhm6,7,0,16,9,9
calm2a,46752,50906,20949,39215,56462
calm3a,5316,6851,5127,5483,5450
calml4a,2,4,0,0,1
caln1,15,42,1,18,29
calr,6484,5468,3250,2886,5220
caly,25,42,18,16,60
camk1a,0,6,4,2,34
camk1b,356,647,379,311,533
camk1da,84,180,172,163,238
camk1db,573,671,268,708,765
camk2a,26,45,47,24,62
camk2b1,2337,1811,1599,1713,2179
camk2d2,17,8,10,2,10
camk2g2,2103,2240,1712,2459,1748
camk2n1,9,0,2,4,4
camk2n1a,113,145,104,64,131
camkk1a,834,854,705,1148,883
camkk1b,2,2,0,2,9
camkmt,116,147,117,110,126
camkva,34,54,20,6,20
camkvb,33,15,6,2,25
camkvl,6,16,4,4,2
camlg,2595,2005,2642,3185,2998
camsap2a,26,58,6,125,33
camsap2b,661,451,402,468,456
camsap3,3153,4022,1889,2799,3882
camta1a,44,109,110,119,63
camta2,1682,1716,1549,1242,1642
cand1,1211,1579,537,979,1169
cant1a,3084,2458,2171,2334,2682
cant1b,1044,1727,1102,1783,1071
canx,17018,16314,13827,15284,14267
capgb,312,1273,522,424,195
capn10,95,125,44,64,120
capn12,106,88,22,118,98
capn15,488,925,55,34,486
capn1,94,64,384,774,88
capn1a,2704,2103,2391,1796,2220
capn3a,1034,534,598,517,397
capn3b,0,4,2,0,6
capn7,614,754,353,528,753
capn9,57,54,27,16,37
capns1a,2790,2665,2631,2315,3141
caprin1b,3078,4541,2326,3015,3140
caprin2,10157,8830,11456,9569,8346
capslb,6,192,4,2,2
capzb,684,1803,898,1023,1459
card11,2363,2066,1067,1036,1518
card14,707,1123,260,431,905
card19,615,747,720,544,828
carhsp1,2535,2857,2413,3398,2855
carm1,2047,2495,1669,1838,2345
carmil3,3050,3034,2250,2752,1590
carnmt1,1130,1396,795,935,980
cars1,5831,7256,5560,5474,5895
cars2,513,718,669,639,589
cart3,0,4,0,0,0
cart4,2506,2728,2883,3202,1957
cartl,4,6,2,4,2
casc3,1282,1760,847,1382,1457
casd1,475,629,488,569,539
caska,265,709,350,364,400
caskin1,85,63,49,49,84
casp2,52,87,185,29,87
casp3a,628,439,562,529,501
casp7,1270,925,1244,1293,863
casp8,62,72,52,61,78
casp8ap2,2063,1298,2297,1546,1126
casp9,395,504,418,374,319
casq1b,124,153,188,175,300
casq2,69,51,68,31,135
casr,0,0,0,0,0
cast,447,304,496,272,374
castor1,1612,1088,1319,1375,1451
castor2,1343,1295,1564,1389,1645
casz1,59,25,46,30,23
cat,2996,3182,3215,3370,4180
catip,90,129,121,73,80
cav1,1510,2410,1939,1223,1358
cav2,263,259,252,150,256
cav3,2,2,0,2,0
cav4a,10,4,8,12,7
cavin1a,4,0,2,0,0
cavin1b,374,203,198,112,200
cavin4a,0,0,0,0,0
cavin4b,2,2,0,0,0
cax1,1461,1975,1575,1451,1309
cbarpb,996,770,575,1134,872
cbfa2t3,1636,1886,840,1291,1598
cbfb,296,321,167,148,273
cbl,226,528,329,319,459
cblc,216,87,136,84,123
cbll1,1133,1275,1553,1471,885
cbln1,2,0,0,0,0
cbln12,0,0,0,0,3
cbln18,8,10,4,2,8
cbln20,0,2,2,2,0
cbln2b,78,160,34,72,95
cbln4,0,0,4,1,0
cbwd,755,697,418,460,326
cbx1b,1789,2268,1155,1692,2079
cbx2,410,416,368,456,289
cbx3a,4470,5138,3811,3626,3954
cbx3b,872,855,985,908,765
cbx4,331,278,242,253,218
cbx5,8495,10636,7060,9153,8077
cbx6a,110,312,79,133,116
cbx6b,54,42,28,22,42
cbx7a,17,41,24,53,40
cbx7b,10,39,13,4,46
cbx8a,92,70,102,47,98
cbx8b,1391,2508,1930,2005,2428
cby1,74,129,93,82,105
cc2d1a,1247,1186,1095,971,838
cc2d1b,3773,3052,2653,2925,2833
cc2d2a,327,376,176,393,584
ccar1,1336,1119,472,681,1037
ccbe1,0,0,0,0,5
ccdc102a,270,462,296,249,284
ccdc103,6,0,0,0,1
ccdc107,1213,2006,1122,1342,1374
ccdc113,14,0,12,2,13
ccdc115,2415,2049,3193,2527,1771
ccdc117,1028,1473,1329,1587,1279
ccdc120b,515,960,530,218,496
ccdc12,1977,1352,2132,1371,1022
ccdc124,3730,3425,3130,2572,3073
ccdc126,1064,1137,1014,988,1201
ccdc135,34,31,52,26,50
ccdc137,1463,2217,1587,2072,1654
ccdc142,127,256,208,150,179
ccdc14,5633,5103,4095,4556,5669
ccdc146,531,123,352,167,315
ccdc149a,435,1809,569,725,963
ccdc157,4,1174,13,1124,13
ccdc15,883,4,891,9,825
ccdc167,296,322,427,383,368
ccdc169,58,125,113,88,100
ccdc172,21,32,28,18,6
ccdc174,1926,3924,1922,2524,2162
ccdc177,13,0,0,6,2
ccdc180,39,77,44,84,88
ccdc181,336,306,195,164,141
ccdc18,339,564,214,300,316
ccdc186,464,527,262,259,401
ccdc187,1051,1018,570,1020,904
ccdc191,32,29,76,16,28
ccdc22,1787,1469,1331,1064,1707
ccdc24,44,86,77,37,64
ccdc25,3361,3632,2505,2220,3557
ccdc28a,4598,2239,3401,3061,3374
ccdc28b,2897,1380,2246,1839,3033
ccdc30,567,502,547,308,451
ccdc32,3112,3342,2001,2429,3768
ccdc39,5,12,19,24,23
ccdc3a,44,70,90,46,20
ccdc3b,17,10,13,4,9
ccdc43,3037,2995,2039,2483,3672
ccdc47,1656,2393,1430,1755,1778
ccdc50a,8440,8748,5584,5282,7062
ccdc51,1271,1362,1089,1008,1338
ccdc57,208,442,193,315,340
ccdc59,2752,2560,2632,1943,1998
ccdc61,1286,1979,1089,1106,1515
ccdc65,2,5,0,0,8
ccdc66,644,1028,486,481,512
ccdc69,712,616,553,535,528
ccdc71,1451,1412,1360,1196,1340
ccdc77,846,1026,597,785,626
ccdc80,31,13,28,14,7
ccdc80l2,6,2,0,6,4
ccdc82,534,514,360,324,516
ccdc85al,16,12,24,12,10
ccdc85b,579,670,395,429,544
ccdc85cb,1140,1245,1213,1303,768
ccdc86,2009,2500,2706,1299,1714
ccdc88ab,4934,5562,3853,4712,5113
ccdc88b,74,239,107,164,154
ccdc88c,1285,2047,1042,1533,1458
ccdc90b,1823,1301,1358,1885,1469
ccdc92,863,602,906,2669,455
ccdc92ba,175,131,170,905,69
ccdc93,1793,2267,1703,106,1573
ccdc9,4143,5969,3531,1471,3754
ccdc96,172,108,71,104,146
ccdc97,804,933,831,1173,1227
cchcr1,222,250,138,211,351
cckb,115,263,74,104,609
ccl20b,0,0,4,0,0
ccl25a,17,8,4,40,8
ccl27a,2,1,2,2,1
ccl36.1,57,49,77,60,83
ccl44,89,24,85,14,67
ccm2,896,1170,579,869,1220
ccm2l,24,41,2,20,15
ccn1,52,8,59,22,42
ccn2a,315,1193,161,59,141
ccn2b,16,6,10,6,9
ccn4a,45,28,20,52,41
ccn5,4,10,16,2,11
ccna2,13513,15864,11519,12147,11970
ccnb1,42920,36542,30636,29701,39323
ccnb2,5164,5693,5833,5153,5223
ccnb3,4592,5574,3491,4121,4556
ccnc,1986,1985,1710,1891,2117
ccnd2a,462,436,417,394,599
ccnd3,17,27,16,42,32
ccndbp1,905,633,396,951,1173
ccndx,2,0,0,2,2
ccne1,4225,6226,3962,4403,5101
ccne2,151,206,110,85,92
ccnf,164,165,137,155,48
ccng1,11975,12524,10830,12339,11609
ccng2,764,787,672,1000,1044
ccnh,1312,1307,1458,1321,1092
ccni,1142,1102,100,1121,1128
ccni2,64,63,993,90,68
ccnj,2876,2288,2213,2365,2296
ccnjl,1407,1474,1375,1560,1574
ccnk,365,660,333,340,408
ccnl1a,3754,3770,3243,3372,3362
ccnp,22454,24998,16535,19792,23398
ccnq,280,402,259,249,359
ccnt1,958,1006,1062,812,814
ccnt2a,1339,1167,985,1269,1214
ccny,575,787,492,412,563
ccnyl1,2568,2626,2171,2543,2397
ccpg1,858,950,729,726,651
ccr10,0,0,0,0,0
ccr6b,71,39,35,21,12
ccr7,2,4,2,0,4
ccr9b,15,18,12,5,93
ccsapb,582,705,500,438,489
ccser1,1269,1021,709,732,845
ccser2a,1258,1607,1044,1210,1609
cct2,2678,5448,2412,3840,4290
cct3,3154,4932,2678,4529,4348
cct4,2986,5388,2975,4610,3953
cct5,6863,9461,6090,8812,8314
cct6a,3922,6817,3494,4777,5025
cct7,2319,5474,2031,3209,3853
cct8,4322,4668,3037,4142,5561
ccz1,1868,1983,1550,1287,1851
cd109,21,2,4,9,20
cd151,28,12,39,42,10
cd151l,773,938,500,1550,264
cd164,19246,16243,14899,16386,19876
cd164l2,2,2,2,0,0
cd226,0,2,3,2,0
cd248a,55,42,49,52,79
cd27,0,0,0,0,2
cd276,1094,1243,1138,914,692
cd2ap,1871,1731,1971,1407,2141
cd2bp2,1625,2370,1368,1762,1896
cd302,294,277,352,363,263
cd34,111,43,81,8,89
cd36,12,50,8,37,54
cd40,27,13,11,4,31
cd40lg,6,1,2,4,2
cd44b,22,15,18,28,18
cd63,2572,2810,2278,2461,2269
cd79a,40,52,45,47,71
cd79b,5,0,0,0,3
cd7al,16,12,8,13,16
cd8a,39,54,72,43,75
cd99,359,295,510,281,539
cd99l2,997,1017,682,630,896
cd9a,584,719,597,452,693
cdab,148,328,376,330,81
cdadc1,1567,1152,1404,1519,1395
cdan1,702,668,422,541,717
cdc123,726,921,576,749,812
cdc14ab,675,943,684,711,809
cdc14b,129,110,200,91,116
cdc16,1779,2391,1444,1805,2144
cdc20,9693,10656,7363,7418,7022
cdc23,1371,1612,1268,1337,1332
cdc25b,2516,3147,1998,2575,2875
